3.61,-97.28,35.57,6,2010,1,24,7,14,51,0.1,3.59,1.027,SLU|wo,3.61,3.61
3.17,-97.3,35.53,5,2010,2,13,5,30,55,0.1,3.15,1.027,SLU|wo,3.17,3.17
3.01,-97.3,35.56,5,2010,2,15,3,32,25,0.1,2.99,1.027,SLU|wo,3.01,3.01
4.15,-96.75,35.54,4,2010,2,27,22,22,27,0.1,4.13,1.027,SLU|wo,4.15,4.15
3.15,-98.046,35.378,5,2010,3,11,8,11,1.9,0.25,3.15,1.18,PDE|md,3.00MDTUL,3
3,-98.07,35.398,2,2010,3,11,9,45,19,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.15,-98.06,35.401,5,2010,3,11,10,54,25,0.25,3.15,1.18,PDE|md,3.00MDTUL,3
3.08,-98.078,35.388,3,2010,3,11,13,15,17.4,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3.08,-98.123,35.475,6,2010,3,11,23,57,29.5,0.24,3.08,1.165,PDE|mg,3.40LgGS,3.4
3.66,-96.74,35.54,8,2010,3,22,2,37,18,0.1,3.64,1.027,SLU|wo,3.66,3.66
3,-97.304,35.542,1,2010,4,3,13,52,19,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.08,-97.284,35.523,0,2010,4,8,12,42,43,0.24,3.08,1.165,PDE|mg,3.40LgGS,3.4
3.08,-97.299,35.528,5,2010,5,7,12,44,57,0.24,3.08,1.165,PDE|mg,3.40LgGS,3.4
3.23,-97.676,34.865,5,2010,6,14,21,33,56.5,0.25,3.23,1.18,PDE|md,3.10MDTUL,3.1
3.08,-97.241,35.559,3,2010,8,2,9,52,19,0.24,3.08,1.165,PDE|mg,3.40LgTUL,3.4
3,-97.456,34.918,5,2010,8,8,8,41,59,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.38,-97.22,35.63,4,2010,9,16,21,41,34,0.1,3.36,1.027,SLU|wo,3.38,3.38
3.47,-97.21,35.59,3,2010,9,19,22,1,47,0.1,3.45,1.027,SLU|wo,3.47,3.47
3,-97.257,35.616,2,2010,10,6,2,4,54,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
4.33,-97.31,35.2,14,2010,10,13,14,6,29,0.1,4.31,1.027,SLU|wo,4.33,4.33
3,-97.333,35.136,5,2010,10,19,17,53,17,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.93,-97.25,35.63,3,2010,11,24,22,48,30,0.1,3.91,1.027,SLU|wo,3.93,3.93
3.18,-97.242,35.612,2,2010,11,28,3,28,43,0.24,3.18,1.165,PDE|mg,3.50LgGS,3.5
3.38,-97.239,35.619,3,2010,11,28,13,46,26,0.25,3.38,1.18,PDE|md,3.30MDTUL,3.3
3.2,-97,35.39,4,2010,12,12,1,7,56,0.1,3.18,1.027,SLU|wo,3.2,3.2
3,-96.981,35.436,2,2010,12,12,1,10,47.6,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3,-96.976,35.444,4,2010,12,12,1,56,42,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.08,-96.992,35.433,3,2010,12,12,3,18,37,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3.3,-96.82,35.82,2,2010,12,19,5,5,28,0.1,3.28,1.027,SLU|wo,3.3,3.3
3.15,-96.361,34.69,5,2010,12,24,10,49,7,0.25,3.15,1.18,PDE|md,3.00MDTUL,3
3.23,-95.893,34.696,5,2010,12,28,1,49,24,0.25,3.23,1.18,PDE|md,3.10MDTUL,3.1
3,-97.277,35.569,3,2011,1,6,6,52,3,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.08,-97.222,35.509,3,2011,1,15,10,51,30,0.24,3.08,1.165,PDE|mg,3.40LgGS,3.4
3,-97.43,34.566,0,2011,1,18,3,40,6,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3,-97.112,35.621,5,2011,1,19,3,53,24,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3,-97.001,35.434,5,2011,2,22,6,40,51,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3,-97.083,35.45,5,2011,3,3,2,16,50,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3,-97.073,35.571,3,2011,3,23,0,41,16,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.21,-96.53,35.43,4,2011,3,31,5,41,30,0.1,3.19,1.027,SLU|wo,3.21,3.21
3.08,-96.569,35.437,5,2011,5,15,5,55,43,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3,-97.196,35.586,3,2011,5,19,2,46,46,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.08,-96.496,34.517,3,2011,5,28,7,32,51,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3,-98.398,35.832,3,2011,6,7,22,59,56.8,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.15,-97.226,35.522,5,2011,8,1,1,20,7,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.15,-97.744,34.881,5,2011,8,18,16,50,52,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.08,-97.364,35.521,7,2011,8,23,22,40,40,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3,-97.342,35.581,5,2011,8,30,15,57,56.1,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.15,-97.25,35.498,3,2011,8,31,19,58,25,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.15,-97.045,35.466,5,2011,9,6,0,19,6,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.38,-97.244,35.629,3,2011,9,12,15,35,28,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3.15,-97.232,35.504,3,2011,10,5,10,40,27,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3,-96.561,35.363,6,2011,10,13,21,50,55.7,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3,-97.391,35.511,3,2011,10,23,7,58,35,0.25,3,1.18,PDE|md,2.80MDTUL,2.8
3.08,-97.386,35.525,5,2011,10,28,9,18,46,0.24,3.08,1.165,PDE|mg,3.40LgTUL,3.4
3,-96.529,35.395,3,2011,10,29,2,41,35.5,0.25,3,1.18,OGS|md,2.8MdOGS,2.8
3.15,-96.53,35.395,3,2011,10,29,11,28,11.5,0.25,3.15,1.18,OGS|md,3MdOGS,3
3.08,-97.295,35.56,5,2011,11,4,3,30,31.6,0.25,3.08,1.18,OGS|md,2.9MdOGS,2.9
3,-98.411,35.837,3,2011,11,5,2,19,48.4,0.25,3,1.18,OGS|md,2.8MdOGS,2.8
4.7,-96.7,35.57,3,2011,11,5,7,12,45,0.1,4.68,1.027,SLU|wo,4.7,4.7
3.15,-96.784,35.517,2,2011,11,5,7,18,33.1,0.25,3.15,1.18,OGS|ml,3MLOGS,3
3.38,-96.765,35.544,3,2011,11,5,7,27,19,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3.38,-96.766,35.528,5,2011,11,5,9,12,11,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3.46,-96.773,35.525,5,2011,11,5,11,24,15,0.25,3.46,1.18,PDE|ml,3.40MLTUL,3.4
3.31,-96.766,35.53,5,2011,11,5,13,42,26,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.61,-96.778,35.518,5,2011,11,5,14,36,30.3,0.25,3.61,1.18,PDE|ml,3.60MLTUL,3.6
3,-96.786,35.52,3,2011,11,5,15,1,24,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.15,-96.749,35.546,5,2011,11,6,1,3,58,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
5.7,-96.75,35.54,8,2011,11,6,3,53,10,0.1,5.57,1.027,COM|Mw,5.59,5.79
3.92,-96.771,35.521,5,2011,11,6,4,3,42,0.25,3.92,1.18,PDE|ml,4.00MLTUL,4
3.15,-96.789,35.515,5,2011,11,6,4,8,13,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.84,-96.776,35.522,5,2011,11,6,4,31,50,0.25,3.84,1.18,PDE|ml,3.90MLTUL,3.9
3,-96.912,35.445,5,2011,11,6,4,34,51.2,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.38,-96.749,35.546,5,2011,11,6,4,53,59,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3.08,-96.861,35.475,3,2011,11,6,4,59,59.2,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.69,-96.87,35.56,8,2011,11,6,6,31,10,0.1,3.67,1.027,SLU|wo,3.69,3.69
3.08,-96.774,35.451,0,2011,11,6,7,6,27,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.31,-96.847,35.48,5,2011,11,6,7,32,41,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.28,-96.834,35.517,5,2011,11,6,7,38,31.7,0.24,3.28,1.165,PDE|mg,3.60LgGS,3.6
3.23,-96.771,35.525,5,2011,11,6,8,14,13,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.54,-96.844,35.485,5,2011,11,6,9,22,4,0.25,3.54,1.18,PDE|ml,3.50MLTUL,3.5
3.65,-96.86,35.51,3,2011,11,6,9,39,57,0.1,3.63,1.027,SLU|wo,3.65,3.65
3.55,-96.8,35.57,3,2011,11,6,10,52,36,0.1,3.53,1.027,SLU|wo,3.55,3.55
3.23,-96.838,35.496,5,2011,11,6,11,3,52,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.08,-96.866,35.485,5,2011,11,6,11,20,22,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3,-96.804,35.499,2,2011,11,6,14,34,1.8,0.25,3,1.18,OGS|md,2.8MdOGS,2.8
3.74,-96.91,35.53,3,2011,11,6,15,7,5,0.1,3.72,1.027,SLU|wo,3.74,3.74
3.08,-96.769,35.517,3,2011,11,6,16,26,57,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3.43,-96.82,35.55,3,2011,11,6,17,52,34,0.1,3.41,1.027,SLU|wo,3.43,3.43
3.23,-96.869,35.473,3,2011,11,6,18,26,57,0.25,3.23,1.18,PDE|md,3.10MDTUL,3.1
3.08,-96.808,35.504,3,2011,11,7,0,3,50,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3.2,-96.79,35.52,6,2011,11,7,1,17,13,0.1,3.18,1.027,SLU|wo,3.2,3.2
3.24,-96.8,35.51,2,2011,11,7,1,26,30,0.1,3.22,1.027,SLU|wo,3.24,3.24
3.23,-96.75,35.533,5,2011,11,7,2,38,20,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.08,-96.874,35.467,3,2011,11,7,8,0,57.7,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.23,-96.786,35.512,3,2011,11,7,8,12,35,0.25,3.23,1.18,PDE|md,3.10MDTUL,3.1
3,-96.775,35.524,4,2011,11,7,8,19,52.7,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.15,-96.795,35.52,2,2011,11,7,9,32,53.7,0.25,3.15,1.18,OGS|ml,3MLOGS,3
3,-96.736,35.54,3,2011,11,7,12,48,6.7,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.23,-96.856,35.477,3,2011,11,7,13,50,20,0.25,3.23,1.18,PDE|md,3.10MDTUL,3.1
3,-96.878,35.466,3,2011,11,7,16,0,21.1,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.31,-96.798,35.506,5,2011,11,7,17,9,52,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
4.83,-96.75,35.54,8,2011,11,8,2,46,57,0.1,4.81,1.027,SLU|wo,4.83,4.83
3.23,-96.786,35.52,5,2011,11,8,3,5,7,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3,-96.835,35.49,4,2011,11,8,13,27,58.6,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.47,-96.8,35.54,8,2011,11,8,19,5,17,0.1,3.45,1.027,SLU|wo,3.47,3.47
3.15,-96.799,35.522,3,2011,11,9,10,11,39,0.25,3.15,1.18,OGS|ml,3MLOGS,3
3.46,-96.761,35.534,5,2011,11,9,12,8,36,0.25,3.46,1.18,PDE|ml,3.40MLTUL,3.4
3.15,-97.39,35.513,3,2011,11,9,15,21,2,0.25,3.15,1.18,PDE|md,3.00MDTUL,3
3.08,-96.786,35.521,3,2011,11,9,16,22,53,0.25,3.08,1.18,PDE|md,2.90MDTUL,2.9
3.31,-96.85,35.487,3,2011,11,10,8,36,38,0.25,3.31,1.18,PDE|md,3.20MDTUL,3.2
3.31,-96.753,35.537,3,2011,11,11,19,19,16,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.23,-96.73,35.545,3,2011,11,12,1,18,43,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.31,-96.753,35.532,6,2011,11,12,1,41,3,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.31,-96.876,35.457,4,2011,11,13,9,49,12,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.08,-96.878,35.465,4,2011,11,13,10,33,57,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3,-96.797,35.516,5,2011,11,14,1,38,33.7,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.31,-96.782,35.521,3,2011,11,14,5,31,42,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3,-96.785,35.521,5,2011,11,16,5,17,11,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.31,-96.803,35.505,5,2011,11,16,17,10,52,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.08,-97.203,35.628,3,2011,11,17,3,19,24.6,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3,-97.294,35.566,4,2011,11,18,6,12,37,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.38,-96.762,35.541,7,2011,11,18,7,41,8,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3,-96.745,35.551,3,2011,11,20,5,54,2,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3,-97.164,35.734,3,2011,11,21,7,36,23,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.15,-96.81,35.503,5,2011,11,21,21,46,9,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.44,-96.74,35.53,9,2011,11,24,21,11,3,0.1,3.42,1.027,SLU|wo,3.44,3.44
3.46,-96.746,35.512,3,2011,11,25,21,24,29,0.25,3.46,1.18,PDE|ml,3.40MLTUL,3.4
3.23,-97.166,35.728,5,2011,11,27,11,52,26,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.38,-96.768,35.525,9,2011,12,3,4,42,12,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3,-96.768,35.53,5,2011,12,6,19,0,52.2,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.15,-96.855,35.475,5,2011,12,9,16,46,50,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.61,-96.53,35.398,5,2011,12,25,14,10,41,0.25,3.61,1.18,PDE|ml,3.60MLTUL,3.6
3.61,-96.52,35.391,5,2011,12,31,8,7,17,0.25,3.61,1.18,PDE|ml,3.60MLTUL,3.6
3,-96.762,35.53,5,2012,1,1,13,23,24,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3,-96.766,35.526,3,2012,1,1,14,15,21,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.46,-96.75,35.536,3,2012,1,3,10,56,58,0.25,3.46,1.18,PDE|ml,3.40MLTUL,3.4
3.08,-96.766,35.538,5,2012,1,6,4,2,47,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3,-97.279,35.544,6,2012,1,9,2,50,7,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.15,-96.546,35.378,3,2012,1,17,13,26,43,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.15,-96.903,35.605,4,2012,1,26,19,3,59.8,0.25,3.15,1.18,OGS|ml,3MLOGS,3
3.15,-96.896,35.603,4,2012,1,27,17,53,33.2,0.25,3.15,1.18,OGS|ml,3MLOGS,3
3.38,-96.524,35.395,5,2012,2,7,16,29,29,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3,-97.286,35.578,3,2012,2,8,19,4,32,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.08,-96.91,35.811,3,2012,2,18,20,28,10,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3.08,-97.282,35.547,5,2012,2,22,0,30,34,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3.08,-97.068,35.633,5,2012,2,26,9,15,43,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3,-96.567,35.433,5,2012,2,27,1,19,9,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.08,-97.069,35.621,0,2012,3,8,5,17,39,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3.23,-96.572,35.446,0,2012,3,10,10,11,42,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.78,-95.875,34.635,5,2012,4,3,7,34,0,0.24,3.78,1.165,PDE|mb,4.1neic,4.1
3.23,-97.159,35.72,5,2012,4,6,16,20,28,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.15,-96.773,35.518,2,2012,4,12,12,15,57.8,0.25,3.15,1.18,OGS|ml,3MLOGS,3
3.15,-96.001,34.944,5,2012,4,14,7,35,58,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.72,-96.76,35.56,3,2012,4,16,8,12,0,0.1,3.7,1.027,SLU|wo,3.72,3.72
3.31,-97.07,35.58,5,2012,4,21,12,45,25,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.23,-96.748,35.534,5,2012,4,28,2,14,25,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.31,-96.76,35.53,5,2012,4,30,17,14,1,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3.8,-96.781,35.51,5,2012,5,10,21,14,31,0.1,3.78,1.027,PDE|wo,3.80MwRMT,3.8
3.31,-96.788,35.512,5,2012,5,11,4,37,50,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3,-97.638,34.983,5,2012,5,11,7,52,8,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.08,-97.303,35.539,3,2012,5,13,19,10,14,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3.08,-96.787,35.532,7,2012,5,16,19,7,23.8,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3,-97.116,35.675,6,2012,5,24,6,1,20.1,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.08,-96.819,35.493,3,2012,5,27,22,13,26,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.23,-96.7,35.46,3,2012,6,13,22,44,32,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3.23,-97.434,35.407,1,2012,6,14,20,24,28,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3,-96.775,35.537,7,2012,6,25,3,1,34.2,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.31,-97.331,35.585,5,2012,7,3,16,11,37,0.25,3.31,1.18,PDE|ml,3.20MLTUL,3.2
3,-95.707,34.647,5,2012,7,12,13,3,14.4,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3,-97.276,35.499,6,2012,7,26,6,50,40.1,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.08,-96.576,35.402,5,2012,7,30,8,43,2,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3.46,-96.824,35.497,5,2012,7,30,19,35,6,0.25,3.46,1.18,PDE|ml,3.40MLTUL,3.4
3.23,-96.754,35.558,3,2012,7,31,16,3,40,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3,-96.502,35.373,5,2012,8,6,5,24,6,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.15,-96.587,35.395,5,2012,8,7,10,47,50,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.38,-96.777,35.53,3,2012,8,18,3,30,11,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3.46,-96.537,35.375,3,2012,9,9,1,58,52,0.25,3.46,1.18,COM|ml,"3.4ml,us",3.4
3.15,-96.779,35.523,5,2012,9,30,19,17,17,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.08,-96.539,35.47,5,2012,10,2,4,1,50.1,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.38,-97.386,36.083,8,2012,10,9,8,49,7,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3.08,-97.366,35.554,4,2012,10,10,12,41,46,0.25,3.08,1.18,PDE|ml,2.90MLTUL,2.9
3.08,-96.512,35.435,5,2012,10,17,5,35,7,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.46,-97.215,35.653,5,2012,10,21,10,44,15,0.25,3.46,1.18,PDE|ml,3.40MLTUL,3.4
3.38,-96.537,35.422,3,2012,10,28,4,0,34,0.25,3.38,1.18,PDE|ml,3.30MLTUL,3.3
3,-97.387,36.663,5,2012,11,11,22,39,58,0.25,3,1.18,PDE|ml,2.80MLTUL,2.8
3.15,-97.381,36.661,5,2012,11,17,4,48,58,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.23,-96.759,35.532,5,2012,12,12,3,30,15,0.25,3.23,1.18,PDE|ml,3.10MLTUL,3.1
3,-97.114,35.678,6,2012,12,12,8,21,50.2,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.15,-96.496,35.37,5,2012,12,12,18,37,0,0.25,3.15,1.18,PDE|ml,3.00MLTUL,3
3.08,-96.546,35.385,5,2012,12,20,15,45,42,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.52,-96.53,35.44,7,2013,1,4,1,59,19,0.1,3.5,1.027,SLU|wo,3.52,3.52
3.08,-97.275,35.454,3,2013,1,8,23,18,36,0.25,3.08,1.18,COM|ml,"2.9ml,us",2.9
3.08,-97.354,35.603,6,2013,1,16,9,28,27.8,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.31,-97.356,35.592,5,2013,1,16,20,51,43,0.25,3.31,1.18,COM|ml,"3.2ml,us",3.2
3,-97.345,35.599,5,2013,1,17,0,53,26.6,0.25,3,1.18,COM|ml,"2.8ml,us",2.8
3.08,-97.234,35.508,5,2013,2,13,7,29,43.3,0.25,3.08,1.18,OGS|ml,2.9MLOGS,2.9
3.18,-97.335,35.46,5,2013,2,27,19,51,12.7,0.24,3.18,1.165,COM|mg,"3.5mblg,us",3.5
3,-96.116,34.831,5,2013,3,3,23,22,53.6,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3.18,-96.681,34.191,5,2013,3,4,10,22,54.1,0.24,3.18,1.165,COM|mg,"3.5mblg,us",3.5
3.08,-96.719,35.545,5,2013,3,6,18,24,54.9,0.24,3.08,1.165,COM|mg,"3.4mblg,us",3.4
3.15,-96.783,35.521,5,2013,3,16,19,39,12,0.25,3.15,1.18,COM|ml,"3ml,us",3
3.38,-97.381,35.492,11,2013,3,21,15,56,41.6,0.25,3.38,1.18,COM|ml,"3.3ml,us",3.3
3.31,-97.396,35.467,5,2013,3,21,16,34,35,0.25,3.31,1.18,COM|ml,"3.2ml,us",3.2
3,-95.958,34.924,5,2013,4,4,0,32,36.7,0.25,3,1.18,COM|ml,"2.8ml,us",2.8
3,-97.111,35.527,5,2013,4,8,7,58,45.7,0.25,3,1.18,COM|ml,"2.8ml,us",2.8
3.08,-97.094,35.677,7,2013,4,16,6,45,25.2,0.25,3.08,1.18,COM|ml,"2.9ml,us",2.9
4.4,-97.089,35.686,6,2013,4,16,6,56,29.7,0.1,4.38,1.027,COM|wo,"4.4mwr,us",4.4
3.15,-97.108,35.672,7,2013,4,16,7,15,30.4,0.25,3.15,1.18,COM|ml,"3ml,us",3
3.61,-97.106,35.674,7,2013,4,16,7,16,42.7,0.25,3.61,1.18,COM|ml,"3.6ml,us",3.6
4.2,-97.098,35.681,7,2013,4,16,10,16,53,0.1,4.18,1.027,COM|wo,"4.2mwr,us",4.2
3.38,-97.093,35.684,7,2013,4,16,10,20,27.7,0.25,3.38,1.18,COM|ml,"3.3ml,us",3.3
3,-97.087,35.68,7,2013,4,16,10,22,14.3,0.25,3,1.18,OGS|ml,2.8MLOGS,2.8
3,-97.08,35.675,8,2013,4,16,11,51,26,0.25,3,1.18,COM|ml,"2.8ml,us",2.8
3,-97.093,35.694,5,2013,4,16,16,13,20.5,0.25,3,1.18,COM|ml,"2.8ml,us",2.8
3.54,-97.119,35.671,7,2013,4,16,16,44,5,0.25,3.54,1.18,COM|ml,"3.5ml,us",3.5
3.38,-97.115,35.668,7,2013,4,16,16,47,50.9,0.25,3.38,1.18,COM|ml,"3.3ml,us",3.3
3.69,-97.114,35.673,2,2013,4,16,17,7,19.5,0.25,3.69,1.18,COM|ml,"3.7ml,us",3.7
3.38,-97.107,35.679,3,2013,4,16,17,9,1.7,0.25,3.38,1.18,COM|ml,"3.3ml,us",3.3
3.38,-96.764,35.533,5,2013,4,16,21,3,4.5,0.25,3.38,1.18,COM|ml,"3.3ml,us",3.3
3.61,-97.12,35.663,2,2013,4,16,21,51,21.2,0.25,3.61,1.18,COM|ml,"3.6ml,us",3.6
